0.0001	0.852
0.0001	0.007
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0
0.0001	0.0

0.0002	0.989
0.0002	0.014
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0
0.0002	0.0

0.0004	0.998
0.0004	0.062
0.0004	0.002
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0
0.0004	0.0

0.0008	1.0
0.0008	0.214
0.0008	0.002
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0
0.0008	0.0

0.0016	1.0
0.0016	0.505
0.0016	0.013
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0
0.0016	0.0

0.0032	1.0
0.0032	0.913
0.0032	0.124
0.0032	0.013
0.0032	0.0
0.0032	0.0
0.0032	0.0
0.0032	0.0
0.0032	0.0
0.0032	0.0
0.0032	0.0
0.0032	0.0
0.0032	0.0
0.0032	0.0

0.0064	1.0
0.0064	1.0
0.0064	0.533
0.0064	0.071
0.0064	0.008
0.0064	0.0
0.0064	0.0
0.0064	0.0
0.0064	0.0
0.0064	0.0
0.0064	0.0
0.0064	0.0
0.0064	0.0
0.0064	0.0

0.0128	1.0
0.0128	1.0
0.0128	0.968
0.0128	0.43
0.0128	0.093
0.0128	0.01
0.0128	0.0
0.0128	0.0
0.0128	0.0
0.0128	0.0
0.0128	0.0
0.0128	0.0
0.0128	0.0
0.0128	0.0

0.0256	0.999
0.0256	1.0
0.0256	1.0
0.0256	0.972
0.0256	0.656
0.0256	0.263
0.0256	0.071
0.0256	0.016
0.0256	0.002
0.0256	0.0
0.0256	0.0
0.0256	0.0
0.0256	0.0
0.0256	0.0

0.0512	0.9989
0.0512	1.0
0.0512	0.9956
0.0512	0.8431
0.0512	0.4898
0.0512	0.2079
0.0512	0.0679
0.0512	0.0189
0.0512	0.0051
0.0512	0.0014
0.0512	0.0002
0.0512	0.0
0.0512	0.0
0.0512	0.0

0.1024	0.9937
0.1024	0.9998
0.1024	1.0
0.1024	0.9995
0.1024	0.9857
0.1024	0.8778
0.1024	0.6589
0.1024	0.4162
0.1024	0.222
0.1024	0.1083
0.1024	0.0456
0.1024	0.0182
0.1024	0.0065
0.1024	0.0027

