0	1
1	1
2	1
6	3
7	5
9	5
3	1
4	6
10	6
5	1
11	3
12	5
13	3
8	5
14	6
15	7
16	4
17	6
18	4
19	5
20	1
22	1
25	1
26	1
27	3
28	4
29	5
30	1
31	3
21	1
23	1
32	4
33	4
34	3
35	4
36	2
37	2
39	2
38	1
40	2
41	3
43	2
42	3
44	5
45	1
46	4
47	4
48	2
49	4
50	3
51	5
52	4
24	1
54	1
55	1
56	5
57	8
59	6
60	3
61	5
62	4
58	1
65	2
66	2
67	2
68	1
69	2
70	1
53	1
63	1
64	1
71	1
72	2
74	3
75	3
77	3
78	4
73	1
76	3
79	6
80	3
81	5
82	2
83	4
84	3
85	1
86	3
87	4
88	2
89	2
90	2
91	3
92	1
93	1
94	1
99	2
101	2
102	5
96	1
98	1
100	6
103	6
95	2
104	2
108	2
105	5
109	6
110	6
111	6
106	1
107	1
112	4
113	6
114	1
115	1
116	2
97	1
117	1
120	1
121	2
122	2
123	2
124	1
125	5
126	3
130	1
131	3
132	3
118	1
119	1
127	1
128	1
133	5
134	5
137	5
136	2
138	4
139	6
142	5
129	1
140	1
144	1
148	5
149	6
150	6
135	1
147	3
152	3
151	1
153	1
141	3
154	5
143	1
145	1
146	5
156	6
158	1
157	4
159	4
160	6
161	3
155	3
164	5
165	6
167	3
169	3
162	1
170	4
171	6
166	2
172	4
173	5
174	5
168	1
175	1
176	4
178	5
179	5
180	4
181	4
182	6
177	1
183	4
184	9
185	4
186	4
187	6
188	4
163	1
189	1
190	1
191	1
192	6
193	7
194	6
195	1
196	4
197	4
198	4
199	4
200	4
202	5
