0.0		1.0		0
0.0		0.5		0
0.0		0.3333		0
0.0		0.25		0
0.0		0.2		0
0.0		0.1667		0
0.0		0.1429		0
0.0		0.125		0
0.0		0.1111		0
0.0		0.1		0
0.0		0.0909		0
0.0		0.0833		0
0.0		0.0769		0
0.0		0.0714		0
0.0		0.0667		0
0.0		0.0625		0
0.0		0.0588		0
0.0		0.0556		0
0.0		0.0526		0
0.0		0.05		0
0.0		0.0476		0
0.0		0.0455		0
0.0		0.0435		0
0.0		0.0417		0
0.0		0.04		0
0.0		0.0385		0
0.0		0.037		0
0.0		0.0357		0
0.0		0.0345		0
0.0		0.0333		0
0.0		0.0323		0
0.0		0.0313		0
0.0		0.0303		0
0.0		0.0294		0
0.0		0.0286		0
0.0		0.0278		0
0.0		0.027		0
0.0		0.0263		0
0.0		0.0256		0

1e-06		1.0		0.00201998
1e-06		0.5		0
1e-06		0.3333		0
1e-06		0.25		0
1e-06		0.2		0
1e-06		0.1667		0
1e-06		0.1429		0
1e-06		0.125		0
1e-06		0.1111		0
1e-06		0.1		0
1e-06		0.0909		0
1e-06		0.0833		0
1e-06		0.0769		0
1e-06		0.0714		0
1e-06		0.0667		0
1e-06		0.0625		0
1e-06		0.0588		0
1e-06		0.0556		0
1e-06		0.0526		0
1e-06		0.05		0
1e-06		0.0476		0
1e-06		0.0455		0
1e-06		0.0435		0
1e-06		0.0417		0
1e-06		0.04		0
1e-06		0.0385		0
1e-06		0.037		0
1e-06		0.0357		0
1e-06		0.0345		0
1e-06		0.0333		0
1e-06		0.0323		0
1e-06		0.0313		0
1e-06		0.0303		0
1e-06		0.0294		0
1e-06		0.0286		0
1e-06		0.0278		0
1e-06		0.027		0
1e-06		0.0263		0
1e-06		0.0256		0

1e-05		1.0		0.0202198
1e-05		0.5		0
1e-05		0.3333		0
1e-05		0.25		0
1e-05		0.2		0
1e-05		0.1667		0
1e-05		0.1429		0
1e-05		0.125		0
1e-05		0.1111		0
1e-05		0.1		0
1e-05		0.0909		0
1e-05		0.0833		0
1e-05		0.0769		0
1e-05		0.0714		0
1e-05		0.0667		0
1e-05		0.0625		0
1e-05		0.0588		0
1e-05		0.0556		0
1e-05		0.0526		0
1e-05		0.05		0
1e-05		0.0476		0
1e-05		0.0455		0
1e-05		0.0435		0
1e-05		0.0417		0
1e-05		0.04		0
1e-05		0.0385		0
1e-05		0.037		0
1e-05		0.0357		0
1e-05		0.0345		0
1e-05		0.0333		0
1e-05		0.0323		0
1e-05		0.0313		0
1e-05		0.0303		0
1e-05		0.0294		0
1e-05		0.0286		0
1e-05		0.0278		0
1e-05		0.027		0
1e-05		0.0263		0
1e-05		0.0256		0

3.84558575794e-05		1.0		0.0772492
3.84558575794e-05		0.5		2.99997e-05
3.84558575794e-05		0.3333		0
3.84558575794e-05		0.25		0
3.84558575794e-05		0.2		0
3.84558575794e-05		0.1667		0
3.84558575794e-05		0.1429		0
3.84558575794e-05		0.125		0
3.84558575794e-05		0.1111		0
3.84558575794e-05		0.1		0
3.84558575794e-05		0.0909		0
3.84558575794e-05		0.0833		0
3.84558575794e-05		0.0769		0
3.84558575794e-05		0.0714		0
3.84558575794e-05		0.0667		0
3.84558575794e-05		0.0625		0
3.84558575794e-05		0.0588		0
3.84558575794e-05		0.0556		0
3.84558575794e-05		0.0526		0
3.84558575794e-05		0.05		0
3.84558575794e-05		0.0476		0
3.84558575794e-05		0.0455		0
3.84558575794e-05		0.0435		0
3.84558575794e-05		0.0417		0
3.84558575794e-05		0.04		0
3.84558575794e-05		0.0385		0
3.84558575794e-05		0.037		0
3.84558575794e-05		0.0357		0
3.84558575794e-05		0.0345		0
3.84558575794e-05		0.0333		0
3.84558575794e-05		0.0323		0
3.84558575794e-05		0.0313		0
3.84558575794e-05		0.0303		0
3.84558575794e-05		0.0294		0
3.84558575794e-05		0.0286		0
3.84558575794e-05		0.0278		0
3.84558575794e-05		0.027		0
3.84558575794e-05		0.0263		0
3.84558575794e-05		0.0256		0

0.0001		1.0		0.188778
0.0001		0.5		0.000329997
0.0001		0.3333		0
0.0001		0.25		0
0.0001		0.2		0
0.0001		0.1667		0
0.0001		0.1429		0
0.0001		0.125		0
0.0001		0.1111		0
0.0001		0.1		0
0.0001		0.0909		0
0.0001		0.0833		0
0.0001		0.0769		0
0.0001		0.0714		0
0.0001		0.0667		0
0.0001		0.0625		0
0.0001		0.0588		0
0.0001		0.0556		0
0.0001		0.0526		0
0.0001		0.05		0
0.0001		0.0476		0
0.0001		0.0455		0
0.0001		0.0435		0
0.0001		0.0417		0
0.0001		0.04		0
0.0001		0.0385		0
0.0001		0.037		0
0.0001		0.0357		0
0.0001		0.0345		0
0.0001		0.0333		0
